"district","distcode","commune","commcode","long","lat","type","pop_dens","clinic_id"
"Toamasina I","MG31301","Tanambao V","MG31301004",49.3995,-18.146,"CSB2",31830.890625,1052
"Toamasina II","MG31310","Ambodilazana","MG31310150",49.1791,-18.1286,"CSB2",247.47151184082,1053
"Nosy-Varika","MG23207","Ambahy","MG23207031",48.4793,-20.7754,"CSB2",159.728134155273,1054
"Nosy-Varika","MG23207","Ambakobe","MG23207113",48.0875,-20.6877,"CSB2",107.688247680664,1055
"Nosy-Varika","MG23207","Ambodiara","MG23207192",48.0334,-20.6262,"CSB2",21.4947719573975,1056
"Nosy-Varika","MG23207","Ambodilafa","MG23207151",48.1804,-20.5067,"CSB2",185.68196105957,1057
"Nosy-Varika","MG23207","Ambodirian'i Sahafary","MG23207052",48.4263,-20.5014,"CSB2",252.315963745117,1058
"Nosy-Varika","MG23207","Ampasinambo","MG23207171",47.9933,-20.5252,"CSB2",131.98583984375,1059
"Nosy-Varika","MG23207","Andara","MG23207032",48.4313,-20.8425,"CSB2",89.2566909790039,1060
"Nosy-Varika","MG23207","Androrangavola","MG23207152",48.2392,-20.5285,"CSB2",275.760925292969,1061
"Nosy-Varika","MG23207","Angodongodona","MG23207173",47.8348,-20.57,"CSB2",351.557434082031,1062
"Nosy-Varika","MG23207","Antanambao","MG23207172",47.8794,-20.5511,"CSB2",304.400573730469,1063
"Nosy-Varika","MG23207","Befody","MG23207191",47.937,-20.7789,"CSB2",323.759094238281,1064
"Nosy-Varika","MG23207","Fiadanana","MG23207051",48.3808,-20.4396,"CSB2",453.188110351562,1065
"Nosy-Varika","MG23207","Nosy Varika","MG23207010",48.5352,-20.5879,"CSB2",235.80615234375,1066
"Nosy-Varika","MG23207","Sahavato","MG23207070",48.3279,-20.5977,"CSB2",206.233367919922,1067
"Nosy-Varika","MG23207","Soavina","MG23207130",48.2889,-20.3873,"CSB2",322.238861083984,1068
"Nosy-Varika","MG23207","Vohidroa","MG23207112",48.2075,-20.695,"CSB2",237.049713134766,1069
"Nosy-Varika","MG23207","Ambahy","MG23207031",48.452,-20.7397,"CSB2",134.019866943359,1070
"Nosy-Varika","MG23207","Vohitrandriana","MG23207111",48.2681,-20.7611,"CSB2",352.866363525391,1071
"Vohipeno","MG23212","Andemaka","MG23212190",47.7515,-22.2792,"CSB2",2541.41625976562,1072
"Vohipeno","MG23212","Ankarimbary","MG23212090",47.8044,-22.3002,"CSB2",1077.24353027344,1073
"Vohipeno","MG23212","Anoloka","MG23212053",47.893,-22.3378,"CSB2",209.924621582031,1074
"Vohipeno","MG23212","Mahabo","MG23212070",47.7824,-22.3534,"CSB2",153.115203857422,1075
"Vohipeno","MG23212","Ilakatra","MG23212230",47.6716,-22.3469,"CSB2",587.022094726562,1076
"Vohipeno","MG23212","Ivato","MG23212051",47.8681,-22.3865,"CSB2",905.5126953125,1077
"Vohipeno","MG23212","Lanivo","MG23212110",47.8138,-22.2951,"CSB2",1999.37390136719,1078
"Vohipeno","MG23212","Mahabo","MG23212070",47.8007,-22.3244,"CSB2",257.595855712891,1079
"Vohipeno","MG23212","Mahasoabe","MG23212150",47.7688,-22.2843,"CSB2",1473.87170410156,1080
"Vohipeno","MG23212","Mahazoarivo","MG23212270",47.5587,-22.3383,"CSB2",374.654144287109,1081
"Vohipeno","MG23212","Nato","MG23212130",47.8446,-22.3003,"CSB2",654.211059570312,1082
"Vohipeno","MG23212","Onjatsy","MG23212171",47.8976,-22.4064,"CSB2",1073.43383789062,1083
"Vohipeno","MG23212","Sahalava","MG23212250",47.6468,-22.2675,"CSB2",119.344650268555,1084
"Vohipeno","MG23212","Anoloka","MG23212053",47.9035,-22.3585,"CSB2",10.4474811553955,1085
"Vohipeno","MG23212","Vohilany","MG23212172",47.8834,-22.4073,"CSB2",299.988433837891,1086
"Vohipeno","MG23212","Vohindava","MG23212032",47.8657,-22.4153,"CSB2",1294.54125976562,1087
"Vohipeno","MG23212","Vohipeno","MG23212010",47.8388,-22.3562,"CSB2",2192.61279296875,1088
"Vohipeno","MG23212","Vohitrindry","MG23212031",47.8318,-22.3806,"CSB2",658.881469726562,1089
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3185,-15.7146,"CSB2",31580.787109375,1090
"Mahajanga I","MG41401","Mahabibo","MG41401002",46.3385,-15.7143,"CSB2",7530.54052734375,1091
"Mahajanga I","MG41401","Mahabibo","MG41401002",46.3409,-15.671,"CSB2",731.458374023438,1092
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3128,-15.7193,"CSB2",11299.2294921875,1093
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3162,-15.7066,"CSB2",17820.775390625,1094
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3169,-15.7234,"CSB2",25328.40625,1095
"Mahajanga I","MG41401","Mahabibo","MG41401002",46.3302,-15.7066,"CSB2",7487.86376953125,1096
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3141,-15.7196,"CSB2",11299.2294921875,1097
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3176,-15.7152,"CSB2",31580.787109375,1098
"Mahajanga I","MG41401","Mahabibo","MG41401002",46.3263,-15.71,"CSB2",13081.681640625,1099
"Mahajanga I","MG41401","Mahajanga","MG41401001",46.3162,-15.7132,"CSB2",13865.9130859375,1100
"Mahajanga II","MG41415","Ambalabe Befanjava","MG41415092",46.9515,-15.7754,"CSB2",232.337493896484,1101
"Mahajanga II","MG41415","Ambalakida","MG41415031",46.7136,-15.8154,"CSB2",4.31673383712769,1102
"Mahajanga II","MG41415","Andranoboka","MG41415072",46.8892,-15.6348,"CSB2",450.385070800781,1103
"Mahajanga II","MG41415","Bekobay","MG41415071",46.9266,-15.8184,"CSB2",557.688415527344,1104
"Mahajanga II","MG41415","Betsako","MG41415032",46.5325,-15.5994,"CSB2",24.022575378418,1105
"Mahajanga II","MG41415","Belobaka","MG41415011",46.3943,-15.7048,"CSB2",498.543182373047,1106
"Mahajanga II","MG41415","Boanamary","MG41415012",46.3202,-15.835,"CSB2",NA,1107
"Mahajanga II","MG41415","Mahajamba Usine","MG41415091",47.1069,-15.7262,"CSB2",320.728057861328,1108
"Mahajanga II","MG41415","Mariarano","MG41415050",46.6947,-15.4818,"CSB2",42.1427764892578,1109
"Ambato Boeni","MG41405","Ankirihitra","MG41405130",46.5827,-16.6125,"CSB2",31.5183544158936,1110
"Ambato Boeni","MG41405","Ambato Ambarimay","MG41405019",46.7185,-16.4687,"CSB2",3792.69604492188,1111
"Ambato Boeni","MG41405","Ambondromamy","MG41405112",47.1578,-16.4365,"CSB2",377.144714355469,1112
"Ambato Boeni","MG41405","Andranofasika","MG41405052",46.8467,-16.3365,"CSB2",429.333312988281,1113
"Ambato Boeni","MG41405","Andranomamy","MG41405150",47.1241,-16.5378,"CSB2",348.072662353516,1114
"Ambato Boeni","MG41405","Anjiajia","MG41405090",46.9498,-16.4609,"CSB2",2246.123046875,1115
"Ambato Boeni","MG41405","Ankijabe","MG41405051",46.7656,-16.4136,"CSB2",413.553985595703,1116
"Ambato Boeni","MG41405","Ankirihitra","MG41405130",46.443,-16.7726,"CSB2",20.0204010009766,1117
"Ambato Boeni","MG41405","Madirovalo","MG41405070",46.5467,-16.4439,"CSB2",2961.58422851562,1118
"Ambato Boeni","MG41405","Manerinerina","MG41405170",47.297,-16.2594,"CSB2",290.865051269531,1119
"Ambato Boeni","MG41405","Sitampiky","MG41405190",46.1078,-16.6756,"CSB2",65.4226837158203,1120
"Ambato Boeni","MG41405","Tsaramandroso","MG41405111",47.0465,-16.3639,"CSB2",264.699279785156,1121
"Ambato Boeni","MG41405","Andranofasika","MG41405052",46.8455,-16.3362,"CSB2",429.333312988281,1122
"Marovoay","MG41406","Marovoay Banlieue","MG41406031",46.6269,-15.9945,"CSB2",190.063415527344,1123
"Marovoay","MG41406","Marovoay Ville","MG41406010",46.6431,-16.1044,"CSB2",9331.1064453125,1124
"Marovoay","MG41406","Tsararano","MG41406070",46.6721,-16.1779,"CSB2",1076.96374511719,1125
"Marovoay","MG41406","Marovoay Ville","MG41406010",46.7005,-16.0986,"CSB2",331.781646728516,1126
"Mitsinjo","MG41407","Ambarimaninga","MG41407092",46.0037,-16.4952,"CSB2",152.300552368164,1127
"Mitsinjo","MG41407","Antongomena Bevary","MG41407030",45.9189,-15.9239,"CSB2",25.8792190551758,1128
"Mitsinjo","MG41407","Antseza","MG41407012",45.8623,-16.2148,"CSB2",13.9187870025635,1129
"Mitsinjo","MG41407","Bekipay","MG41407091",46.1257,-16.2533,"CSB2",25.9715900421143,1130
"Mitsinjo","MG41407","Katsepy","MG41407070",46.2377,-15.7637,"CSB2",386.495849609375,1131
"Mitsinjo","MG41407","Mitsinjo","MG41407011",45.8714,-16.0087,"CSB2",539.335021972656,1132
"Mitsinjo","MG41407","Mitsinjo","MG41407011",45.8687,-16.0117,"CSB2",539.335021972656,1133
"Soalala","MG41403","Ambohipaky","MG41403030",44.9744,-16.4234,"CSB2",191.978485107422,1134
"Soalala","MG41403","Andranomavo","MG41403050",45.5639,-16.5787,"CSB2",129.296951293945,1135
"Soalala","MG41403","Andranomavo","MG41403050",45.4349,-16.4938,"CSB2",51.360279083252,1136
"Soalala","MG41403","Soalala","MG41403010",45.3267,-16.1013,"CSB2",789.036376953125,1137
"Marovoay","MG41406","Ambolomoty","MG41406051",46.6983,-16.1601,"CSB2",1592.28845214844,1138
"Marovoay","MG41406","Ankaraobato","MG41406158",46.1884,-16.183,"CSB2",74.7316741943359,1139
"Marovoay","MG41406","Ankazomborona","MG41406090",46.7571,-16.114,"CSB2",2111.83984375,1140
"Marovoay","MG41406","Anosinalainolona","MG41406033",46.6215,-16.1838,"CSB2",236.259872436523,1141
"Marovoay","MG41406","Antanambao Andranolava","MG41406032",46.6945,-15.9955,"CSB2",249.608444213867,1142
"Marovoay","MG41406","Antanimasaka","MG41406112",46.5135,-16.2345,"CSB2",182.711608886719,1143
"Marovoay","MG41406","Antanimasaka","MG41406112",46.539,-16.2284,"CSB2",265.165008544922,1144
"Marovoay","MG41406","Bemaharivo","MG41406130",46.4004,-16.1436,"CSB2",20.5471591949463,1145
"Marovoay","MG41406","Manaratsandry","MG41406111",46.5066,-16.1892,"CSB2",5684.40966796875,1146
"Marovoay","MG41406","Marovoay","MG41406052",46.7544,-16.1821,"CSB2",271.384185791016,1147
"Fenerive Est","MG32305","Ambatoharanana","MG32305090",49.3089,-17.2405,"CSB2",72.9621124267578,1148
"Fenerive Est","MG32305","Ampasimbe Manantsatrana","MG32305150",49.4799,-17.0945,"CSB2",329.848846435547,1149
"Fenerive Est","MG32305","Ampasina Maningory","MG32305070",49.415,-17.2137,"CSB2",551.163513183594,1150
"Fenerive Est","MG32305","Antsiatsiaka","MG32305210",49.3736,-17.0481,"CSB2",162.791259765625,1151
"Fenerive Est","MG32305","Fenerive Est","MG32305010",49.412,-17.3833,"CSB2",8368.5498046875,1152
"Fenerive Est","MG32305","Mahambo","MG32305050",49.4537,-17.4868,"CSB2",619.554870605469,1153
"Fenerive Est","MG32305","Miorimivalana","MG32305170",49.1666,-17.1686,"CSB2",30.0669231414795,1154
"Fenerive Est","MG32305","Saranambana","MG32305130",49.1723,-17.2723,"CSB2",342.088287353516,1155
"Fenerive Est","MG32305","Vohilengo","MG32305110",49.2659,-17.289,"CSB2",350.740600585938,1156
"Fenerive Est","MG32305","Vohipeno","MG32305190",49.295,-17.1678,"CSB2",127.884346008301,1157
"Mananara-Avaratra","MG32304","Ambatoharanana","MG32304093",49.5819,-16.4266,"CSB2",689.13427734375,1158
"Mananara-Avaratra","MG32304","Ambodiampana","MG32304070",49.6148,-16.1028,"CSB2",155.494918823242,1159
"Mananara-Avaratra","MG32304","Ambodivoanio","MG32304012",49.6589,-16.183,"CSB2",380.454895019531,1160
"Mananara-Avaratra","MG32304","Antanambaobe","MG32304031",49.6684,-16.2621,"CSB2",249.36457824707,1161
"Mananara-Avaratra","MG32304","Antanambe","MG32304110",49.8487,-16.4332,"CSB2",34.8732109069824,1162
"Sainte Marie","MG32302","Sainte Marie","MG32302019",49.9718,-16.7668,"CSB2",99.5393600463867,1163
"Sainte Marie","MG32302","Sainte Marie","MG32302019",49.9143,-16.8558,"CSB2",177.868942260742,1164
"Soanierana Ivongo","MG32318","Andapafito","MG32318070",49.3806,-16.9109,"CSB2",319.699523925781,1165
"Soanierana Ivongo","MG32318","Ambahoabe","MG32318090",49.5054,-16.7712,"CSB2",57.9765777587891,1166
"Soanierana Ivongo","MG32318","Ambodiampana","MG32318050",49.5689,-16.823,"CSB2",307.788940429688,1167
"Soanierana Ivongo","MG32318","Antanifotsy","MG32318030",49.6135,-16.875,"CSB2",192.553787231445,1168
"Soanierana Ivongo","MG32318","Fotsialanana","MG32318012",49.484,-16.9222,"CSB2",1044.36584472656,1169
"Soanierana Ivongo","MG32318","Manompana","MG32318110",49.7429,-16.6899,"CSB2",351.765197753906,1170
"Vavatenina","MG32315","Ambatoharanana","MG32315092",49.119,-17.3437,"CSB2",150.192108154297,1171
"Vavatenina","MG32315","Ambohibe","MG32315050",49.1085,-17.4365,"CSB2",358.487213134766,1172
"Vavatenina","MG32315","Ampasimazava","MG32315070",49.2989,-17.4085,"CSB2",290.402191162109,1173
"Vavatenina","MG32315","Andasibe","MG32315110",49.0763,-17.3584,"CSB2",107.357711791992,1174
"Vavatenina","MG32315","Anjahambe","MG32315091",49.1464,-17.3848,"CSB2",390.73095703125,1175
"Vavatenina","MG32315","Maromitety","MG32315030",49.2851,-17.4383,"CSB2",436.866180419922,1176
"Vavatenina","MG32315","Miarinarivo","MG32315130",49.1733,-17.6437,"CSB2",174.241775512695,1177
"Vavatenina","MG32315","Sahatavy","MG32315150",48.9963,-17.4521,"CSB2",320.269805908203,1178
"Vavatenina","MG32315","Vavatenina","MG32315010",49.2008,-17.4662,"CSB2",888.337829589844,1179
"Morafenobe","MG44422","Beravina","MG44422050",45.2273,-18.1783,"CSB2",35.4023933410645,1180
"Antsohihy","MG42413","Ambodimadiro","MG42413171",48.0243,-14.5471,"CSB2",80.6170806884766,1181
"Antsohihy","MG42413","Ambodimanary","MG42413130",47.9992,-15.2291,"CSB2",168.873764038086,1182
"Antsohihy","MG42413","Ambodimandresy","MG42413090",48.0954,-14.7863,"CSB2",239.848297119141,1183
"Antsohihy","MG42413","Ampandriankilandy","MG42413051",48.0669,-14.9383,"CSB2",163.850738525391,1184
"Antsohihy","MG42413","Anahidrano","MG42413070",47.8902,-15.0175,"CSB2",467.922149658203,1185
"Antsohihy","MG42413","Andreba","MG42413172",48.1891,-14.5964,"CSB2",74.5263824462891,1186
"Antsohihy","MG42413","Anjalazala","MG42413052",48.1744,-15.0132,"CSB2",45.7644157409668,1187
"Antsohihy","MG42413","Anjiamangirana","MG42413110",47.7724,-15.1695,"CSB2",224.656402587891,1188
"Antsohihy","MG42413","Ankerika","MG42413030",47.8753,-14.9587,"CSB2",69.2305679321289,1189
"Mananara-Avaratra","MG32304","Manambolosy","MG32304050",49.6715,-16.0409,"CSB2",350.039215087891,1190
"Mananara-Avaratra","MG32304","Mananara Avaratra","MG32304011",49.768,-16.17,"CSB2",2867.40600585938,1191
"Mananara-Avaratra","MG32304","Sandrakatsy","MG32304091",49.6162,-16.3421,"CSB2",552.094116210938,1192
"Mananara-Avaratra","MG32304","Saromaona","MG32304130",49.329,-16.159,"CSB2",67.0648803710938,1193
"Mananara-Avaratra","MG32304","Antanananivo","MG32304032",49.7196,-16.2844,"CSB2",332.111114501953,1194
"Mananara-Avaratra","MG32304","Imorona","MG32304013",49.8343,-16.1902,"CSB2",NA,1195
"Maroantsetra","MG32303","Ambinanitelo","MG32303090",49.5829,-15.3503,"CSB2",1068.61926269531,1196
"Maroantsetra","MG32303","Andranofotsy","MG32303051",49.8201,-15.4328,"CSB2",206.29704284668,1197
"Maroantsetra","MG32303","Androndrono","MG32303153",49.1996,-15.7656,"CSB2",10.2874965667725,1198
"Maroantsetra","MG32303","Anjahana","MG32303111",49.8665,-15.4121,"CSB2",698.941589355469,1199
"Maevatanana","MG43404","Ambalajia","MG43404112",46.9284,-16.7856,"CSB2",141.133102416992,1200
"Maevatanana","MG43404","Ambalanjanakomby","MG43404131",47.0711,-16.6994,"CSB2",199.261474609375,1201
"Maevatanana","MG43404","Andriba","MG43404171",46.9299,-17.6044,"CSB2",350.523162841797,1202
"Maevatanana","MG43404","Antanimbary","MG43404092",46.855,-17.1851,"CSB2",266.639739990234,1203
"Maevatanana","MG43404","Antsiafabositra","MG43404091",46.9552,-17.3082,"CSB2",162.450942993164,1204
"Maevatanana","MG43404","Bemokotra","MG43404050",46.6982,-17.06,"CSB2",196.145126342773,1205
"Maevatanana","MG43404","Maevatanana II","MG43404031",46.8459,-16.9007,"CSB2",206.412796020508,1206
"Maevatanana","MG43404","Madiromirafy","MG43404192",46.8419,-16.8411,"CSB2",81.4216690063477,1207
"Maevatanana","MG43404","Maevatanana I","MG43404010",46.8226,-16.9624,"CSB2",536.580505371094,1208
"Maevatanana","MG43404","Mahazoma","MG43404070",46.5705,-17.1695,"CSB2",313.52734375,1209
"Maevatanana","MG43404","Mangabe","MG43404191",46.8229,-16.7232,"CSB2",230.258926391602,1210
"Kandreho","MG43416","Behazomaty","MG43416013",46.3397,-17.4361,"CSB2",2.96244668960571,1211
"Maevatanana","MG43404","Morafeno","MG43404173",47.2333,-17.6447,"CSB2",33.0227813720703,1212
"Kandreho","MG43416","Andasibe","MG43416052",46.2443,-17.6605,"CSB2",59.201587677002,1213
"Soalala","MG41403","Andranomavo","MG41403050",45.646,-17.2785,"CSB2",1.86036670207977,1214
"Kandreho","MG43416","Behazomaty","MG43416013",46.278,-17.4661,"CSB2",8.88929176330566,1215
"Kandreho","MG43416","Betaimboay","MG43416051",46.135,-17.7671,"CSB2",5.26487016677856,1216
"Kandreho","MG43416","Kandreho","MG43416011",46.0966,-17.4856,"CSB2",635.635192871094,1217
"Kandreho","MG43416","Ambaliha","MG43416012",46.005,-17.4508,"CSB2",23.9120178222656,1218
"Tsaratanana","MG43408","Ambakireny","MG43408170",47.8403,-17.629,"CSB2",253.272003173828,1219
"Tsaratanana","MG43408","Ampandrana","MG43408130",47.8423,-17.312,"CSB2",39.8947868347168,1220
"Tsaratanana","MG43408","Bekapaika","MG43408030",47.5579,-16.7472,"CSB2",353.626586914062,1221
"Tsaratanana","MG43408","Betrandraka","MG43408070",47.5522,-17.0353,"CSB2",68.3210830688477,1222
"Tsaratanana","MG43408","Brieville","MG43408190",47.6477,-17.4775,"CSB2",9.93519115447998,1223
"Tsaratanana","MG43408","Sakoamadinika","MG43408210",48.0362,-17.1992,"CSB2",178.501998901367,1224
"Tsaratanana","MG43408","Sarobaratra","MG43408110",47.3274,-16.4635,"CSB2",4.81686639785767,1225
"Tsaratanana","MG43408","Tsararova","MG43408050",47.6523,-16.7131,"CSB2",24.1695022583008,1226
"Tsaratanana","MG43408","Tsaratanana","MG43408010",47.6532,-16.7967,"CSB2",3705.94995117188,1227
"Tsaratanana","MG43408","Keliloha","MG43408090",47.6656,-17.2682,"CSB2",302.751068115234,1228
"Tsaratanana","MG43408","Manakana","MG43408230",47.4611,-17.761,"CSB2",215.01513671875,1229
"Maintirano","MG44421","Andabotoka","MG44421050",44.1308,-18.1091,"CSB2",285.132385253906,1230
"Maintirano","MG44421","Andranovao","MG44421194",44.06,-17.6135,"CSB2",257.240539550781,1231
"Maintirano","MG44421","Andrea","MG44421090",44.122,-17.8931,"CSB2",339.091857910156,1232
"Maintirano","MG44421","Ankisatra","MG44421110",44.1523,-18.2242,"CSB2",27.2601165771484,1233
"Maintirano","MG44421","Antsaidoha Bebao","MG44421210",44.4365,-17.4342,"CSB2",12.6102046966553,1234
"Maintirano","MG44421","Antsondrodava","MG44421150",44.3902,-18.4519,"CSB2",54.6501693725586,1235
"Maintirano","MG44421","Bebaboky Sud","MG44421232",44.4668,-17.1364,"CSB2",31.714807510376,1236
"Maintirano","MG44421","Belitsaky","MG44421170",44.4299,-17.9816,"CSB2",37.2949333190918,1237
"Maintirano","MG44421","Berevo/ranobe","MG44421231",44.2933,-17.2219,"CSB2",256.559783935547,1238
"Maintirano","MG44421","Betanatanana","MG44421070",44.1426,-18.1678,"CSB2",804.036499023438,1239
"Maintirano","MG44421","Mafaijijo","MG44421030",44.0845,-18.0567,"CSB2",78.1920928955078,1240
"Maintirano","MG44421","Maintirano","MG44421010",44.0257,-18.0587,"CSB2",3598.5,1241
"Maintirano","MG44421","Marohazo","MG44421130",44.33,-17.669,"CSB2",29.56858253479,1242
"Maintirano","MG44421","Maromavo","MG44421193",44.2993,-17.5794,"CSB2",28.7706470489502,1243
"Maintirano","MG44421","Tambohorano","MG44421191",43.9542,-17.5111,"CSB2",150.862548828125,1244
"Maintirano","MG44421","Veromanga","MG44421192",44.2079,-17.479,"CSB2",13.8714923858643,1245
"Ambatomainty","MG44417","Sarodrano","MG44417031",45.6453,-17.7442,"CSB2",173.20964050293,1246
"Antsalova","MG44420","Antsalova","MG44420010",44.624,-18.6791,"CSB2",568.331726074219,1247
"Antsalova","MG44420","Bekopaka","MG44420090",44.7928,-19.1476,"CSB2",168.764526367188,1248
"Antsalova","MG44420","Masoarivo","MG44420050",44.3858,-18.925,"CSB2",55.2504463195801,1249
"Antsalova","MG44420","Soahany","MG44420030",44.2096,-18.6752,"CSB2",94.3515701293945,1250
"Antsalova","MG44420","Trangahy","MG44420070",44.5596,-19.1287,"CSB2",51.6040802001953,1251
"Besalampy","MG44402","Ambolodia Sud","MG44402072",44.9768,-17.201,"CSB2",13.744366645813,1252
"Besalampy","MG44402","Ampako","MG44402012",44.8172,-16.7521,"CSB2",42.3704528808594,1253
"Besalampy","MG44402","Ankasakasa Tsibiray","MG44402090",44.868,-16.3476,"CSB2",164.089248657227,1254
"Besalampy","MG44402","Bekodoka","MG44402071",45.1034,-16.9711,"CSB2",77.6573333740234,1255
"Besalampy","MG44402","Besalampy","MG44402011",44.4875,-16.7446,"CSB2",685.336303710938,1256
"Besalampy","MG44402","Mahabe","MG44402110",45.3229,-17.0848,"CSB2",12.1556253433228,1257
"Besalampy","MG44402","Marovoay Sud","MG44402030",44.5896,-16.9742,"CSB2",113.79174041748,1258
"Besalampy","MG44402","Soanenga","MG44402050",44.6127,-16.5056,"CSB2",6.17720937728882,1259
"Morafenobe","MG44422","Morafenobe","MG44422010",44.9239,-17.8179,"CSB2",515.976989746094,1260
"Morafenobe","MG44422","Andramy","MG44422030",44.7649,-17.9793,"CSB2",2.03111290931702,1261
"Moramanga","MG33314","Moramanga","MG33314010",48.2295,-18.9483,"CSB2",8118.14111328125,1262
"Moramanga","MG33314","Morarano Gara","MG33314110",48.2719,-18.7013,"CSB2",267.759094238281,1263
"Moramanga","MG33314","Sabotsy Anjiro","MG33314150",48.0047,-18.9234,"CSB2",235.974868774414,1264
"Moramanga","MG33314","Vodiriana","MG33314092",48.0411,-18.9811,"CSB2",86.9264221191406,1265
"Maroantsetra","MG32303","Ankofa","MG32303070",49.6489,-15.398,"CSB2",1035.93664550781,1266
"Maroantsetra","MG32303","Ankofabe","MG32303132",49.6162,-15.5137,"CSB2",462.423828125,1267
"Maroantsetra","MG32303","Antakotako","MG32303052",49.8023,-15.332,"CSB2",636.528869628906,1268
"Maroantsetra","MG32303","Antsirabe Sahatany","MG32303133",49.5962,-15.4877,"CSB2",734.720520019531,1269
"Maroantsetra","MG32303","Mahalevona","MG32303113",49.9152,-15.4128,"CSB2",2162.59423828125,1270
"Maroantsetra","MG32303","Morafeno","MG32303152",49.4517,-15.707,"CSB2",7.07191944122314,1271
"Maroantsetra","MG32303","Ambanizana","MG32303112",49.9532,-15.6127,"CSB2",400.66650390625,1272
"Maroantsetra","MG32303","Voloina","MG32303131",49.6153,-15.5715,"CSB2",705.378723144531,1273
"Manja","MG54502","Andranopasy","MG54502110",43.7393,-21.279,"CSB2",41.2410736083984,1274
"Manja","MG54502","Ankiliabo","MG54502090",43.8941,-21.7141,"CSB2",817.401000976562,1275
"Tsihombe","MG52514","Antaritarika","MG52514071",45.7552,-25.3941,"CSB2",723.343994140625,1276
"Manja","MG54502","Anontsibe Centre","MG54502050",44.4685,-21.3758,"CSB2",143.12043762207,1277
"Tsihombe","MG52514","Betanty (Faux Cap)","MG52514031",45.528,-25.5657,"CSB2",178.195541381836,1278
"Manja","MG54502","Beharona","MG54502030",44.3045,-21.5241,"CSB2",17.1632480621338,1279
"Tsihombe","MG52514","Marovato","MG52514050",45.2761,-25.5277,"CSB2",102.837966918945,1280
"Tsihombe","MG52514","Nikoly","MG52514012",45.3781,-25.4381,"CSB2",20.0867023468018,1281
"Manja","MG54502","Soaserana","MG54502070",44.2233,-21.1056,"CSB2",219.573959350586,1282
"Miandrivazo","MG54511","Ambatolahy","MG54511091",45.5383,-20.0079,"CSB2",505.512176513672,1283
"Miandrivazo","MG54511","Ampanihy","MG54511032",45.4133,-19.4292,"CSB2",369.032836914062,1284
"Miandrivazo","MG54511","Ankavandra","MG54511130",45.3055,-18.7968,"CSB2",17.6838073730469,1285
"Miandrivazo","MG54511","Ankondromena","MG54511210",45.057,-18.4011,"CSB2",169.470993041992,1286
"Miandrivazo","MG54511","Ankotrofotsy","MG54511071",45.5292,-19.8002,"CSB2",111.625312805176,1287
"Miandrivazo","MG54511","Anosimena","MG54511033",45.4033,-19.6715,"CSB2",208.802383422852,1288
"Miandrivazo","MG54511","Bemahatazana","MG54511031",45.4003,-19.5497,"CSB2",166.720779418945,1289
"Miandrivazo","MG54511","Betsipolitra","MG54511170",45.112,-18.626,"CSB2",7.35642528533936,1290
"Miandrivazo","MG54511","Dabolava","MG54511012",45.5417,-19.5879,"CSB2",2.61037158966064,1291
"Miandrivazo","MG54511","Isalo","MG54511072",45.4168,-19.7188,"CSB2",118.306396484375,1292
"Miandrivazo","MG54511","Itondy","MG54511110",45.3491,-19.0603,"CSB2",182.203002929688,1293
"Miandrivazo","MG54511","Manambina","MG54511092",45.4824,-20.0843,"CSB2",344.296295166016,1294
"Miandrivazo","MG54511","Manandaza","MG54511050",45.6188,-19.3257,"CSB2",1.24098527431488,1295
"Miandrivazo","MG54511","Miandrivazo","MG54511011",45.4573,-19.5296,"CSB2",1707.86071777344,1296
"Miandrivazo","MG54511","Soaloka","MG54511150",45.2546,-18.547,"CSB2",375.560913085938,1297
"Vatomandry","MG31307","Ifasina II","MG31307250",48.6183,-19.3171,"CSB2",65.4353942871094,1298
"Vatomandry","MG31307","Ambalabe","MG31307230",48.6325,-19.219,"CSB2",73.3322372436523,1299
"Vatomandry","MG31307","Ambalavolo","MG31307110",48.8499,-19.2327,"CSB2",100.506965637207,1300
"Vatomandry","MG31307","Amboditavolo","MG31307131",48.8867,-19.1787,"CSB2",60.9496307373047,1301
"Vatomandry","MG31307","Ambodivoananto","MG31307030",48.924,-19.3286,"CSB2",41.7680168151855,1302
"Vatomandry","MG31307","Ampasimadinika","MG31307190",48.7098,-19.5352,"CSB2",220.357131958008,1303
"Vatomandry","MG31307","Ampasimazava","MG31307172",48.6592,-19.6678,"CSB2",34.2553405761719,1304
"Vatomandry","MG31307","Antanambao Mahatsara","MG31307091",48.8006,-19.31,"CSB2",146.436584472656,1305
"Vatomandry","MG31307","Ifasina I","MG31307210",48.681,-19.4488,"CSB2",53.4007835388184,1306
"Vatomandry","MG31307","Ilaka Est","MG31307151",48.838,-19.5505,"CSB2",1229.494140625,1307
"Vatomandry","MG31307","Maintinandry","MG31307051",48.9336,-19.4245,"CSB2",454.587554931641,1308
"Vatomandry","MG31307","Niarovana Caroline","MG31307152",48.804,-19.5753,"CSB2",430.071807861328,1309
"Vatomandry","MG31307","Niherenana","MG31307132",48.8917,-19.0675,"CSB2",43.2111167907715,1310
